followers,location,Type,URLs,Hashtags,Mentions,Hashtags_to_Words_Ratio,Links_to_Words_Ratio,Caps_to_Words_Ratio
0.000242,0.978554,0,0.200000,0.083333,0.000000,0.107143,0.125000,0.000000
0.000125,0.209270,0,0.000000,0.083333,0.000000,0.071429,0.000000,0.000000
0.000000,0.544794,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.899343,1,0.200000,0.000000,0.000000,0.000000,0.200000,0.000000
0.000157,0.697682,0,0.400000,0.166667,0.000000,0.285714,0.333333,0.000000
0.000010,0.405396,0,0.000000,0.083333,0.000000,0.095238,0.000000,0.000000
0.000000,0.211346,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000026,0.725355,0,0.400000,0.000000,0.000000,0.000000,0.181818,0.181818
0.000001,0.897959,0,0.000000,0.166667,0.000000,0.244898,0.000000,0.000000
0.000000,0.387409,1,0.200000,0.083333,0.035714,0.107143,0.125000,0.625000
0.000000,0.301972,1,0.200000,0.083333,0.000000,0.085714,0.100000,0.000000
0.000174,0.560360,1,0.400000,0.250000,0.000000,0.197802,0.153846,0.000000
0.000221,0.582843,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.272727
0.000211,0.004151,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000704,0.175718,1,0.200000,0.000000,0.000000,0.000000,0.050000,0.050000
0.000000,0.708059,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000022,0.190937,0,0.200000,0.000000,0.000000,0.000000,0.066667,0.000000
0.000112,0.665860,0,0.200000,0.083333,0.000000,0.085714,0.100000,0.000000
0.000004,0.005534,0,0.200000,0.083333,0.035714,0.065934,0.076923,0.000000
0.000000,0.759599,1,0.200000,0.000000,0.000000,0.000000,0.166667,0.000000
0.000123,0.188516,0,0.200000,0.166667,0.000000,0.085714,0.050000,0.000000
0.000069,0.822207,0,0.400000,0.000000,0.000000,0.000000,0.166667,0.000000
0.000001,0.796264,0,0.200000,0.000000,0.000000,0.000000,0.090909,0.000000
0.000000,0.461086,1,0.200000,0.166667,0.071429,0.107143,0.062500,0.000000
0.001810,0.759599,1,0.200000,0.000000,0.000000,0.000000,0.062500,0.062500
0.000154,0.635074,0,0.400000,0.000000,0.000000,0.000000,0.166667,0.000000
0.000000,0.631961,0,0.400000,0.000000,0.000000,0.000000,0.166667,0.250000
0.000158,0.531304,0,0.400000,0.000000,0.000000,0.000000,0.142857,0.000000
0.000000,0.124870,1,0.000000,0.000000,0.035714,0.000000,0.000000,0.000000
0.000153,0.056382,0,0.400000,0.000000,0.000000,0.000000,0.181818,0.000000
0.000221,0.287098,1,0.200000,0.000000,0.000000,0.000000,0.052632,0.000000
0.000000,0.346247,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.056728,1,0.200000,0.000000,0.035714,0.000000,0.050000,0.000000
0.000024,0.320996,0,0.400000,0.000000,0.000000,0.000000,0.042553,0.000000
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.948461,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.166667,0.035714,0.095238,0.000000,0.000000
0.000038,0.104116,0,0.200000,0.083333,0.000000,0.053571,0.062500,0.000000
0.000000,0.435144,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000020,0.665860,0,0.400000,0.000000,0.000000,0.000000,0.105263,0.000000
0.000002,0.142511,0,0.000000,0.083333,0.000000,0.085714,0.000000,0.000000
0.005276,0.520581,1,0.400000,0.083333,0.035714,0.071429,0.166667,0.000000
0.000000,0.326185,1,0.200000,0.000000,0.000000,0.000000,0.090909,0.090909
0.000000,0.371152,1,0.200000,0.000000,0.035714,0.000000,0.050000,0.000000
0.000000,0.934279,0,0.400000,0.083333,0.000000,0.065934,0.153846,0.384615
0.000000,0.295745,1,0.200000,0.000000,0.071429,0.000000,0.062500,0.000000
0.000000,0.081979,1,0.200000,0.000000,0.000000,0.000000,0.200000,0.000000
0.007095,0.092356,1,0.200000,0.083333,0.000000,0.045113,0.052632,0.000000
0.000000,0.571083,1,0.000000,0.083333,0.000000,0.065934,0.000000,0.000000
0.000156,0.977862,0,0.200000,0.083333,0.000000,0.065934,0.076923,0.000000
0.000021,0.674507,0,0.000000,0.083333,0.000000,0.071429,0.000000,0.000000
0.000191,0.846766,0,0.400000,0.000000,0.000000,0.000000,0.222222,0.000000
0.000022,0.563819,0,0.200000,0.000000,0.000000,0.000000,0.062500,0.000000
0.001962,0.120028,1,0.200000,0.000000,0.000000,0.000000,0.125000,0.000000
0.000009,0.741958,0,0.200000,0.000000,0.000000,0.000000,0.052632,0.105263
0.000238,0.193013,0,0.200000,0.083333,0.000000,0.095238,0.111111,0.000000
0.000032,0.027326,0,0.200000,0.000000,0.000000,0.000000,0.066667,0.066667
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000142,0.051885,1,0.200000,0.250000,0.107143,0.171429,0.066667,0.600000
0.000003,0.865099,0,0.400000,0.166667,0.000000,0.131868,0.153846,0.000000
0.000000,0.759599,1,0.200000,0.083333,0.000000,0.050420,0.058824,0.000000
0.000000,0.361467,1,0.200000,0.000000,0.035714,0.000000,0.100000,0.000000
0.000081,0.213767,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.027778
0.000004,0.850225,0,0.400000,0.000000,0.000000,0.000000,0.285714,0.000000
0.000005,0.528191,0,0.200000,0.000000,0.000000,0.000000,0.100000,0.000000
0.000000,0.966793,1,0.200000,0.000000,0.000000,0.000000,0.100000,0.000000
0.000007,0.450709,0,0.200000,0.083333,0.000000,0.045113,0.052632,0.157895
0.000130,0.144241,0,0.200000,0.166667,0.000000,0.081633,0.047619,0.047619
0.000004,0.060533,0,0.200000,0.083333,0.000000,0.171429,0.200000,0.200000
0.000004,0.878935,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.411622,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000029,0.571083,0,0.400000,0.000000,0.000000,0.000000,0.153846,0.000000
0.000000,0.312695,1,0.200000,0.000000,0.000000,0.000000,0.500000,0.000000
0.000000,0.759599,1,0.200000,0.000000,0.000000,0.000000,0.333333,0.333333
0.000000,0.501902,0,0.400000,0.000000,0.000000,0.000000,0.166667,0.000000
0.000000,0.414044,1,0.200000,0.000000,0.000000,0.000000,0.500000,0.000000
0.000000,0.954341,1,0.000000,0.000000,0.035714,0.000000,0.000000,0.000000
0.000008,0.006226,0,0.400000,0.000000,0.035714,0.000000,0.125000,0.062500
0.000000,0.523002,1,0.400000,0.000000,0.000000,0.000000,0.142857,0.071429
0.000000,0.874438,1,0.200000,0.000000,0.000000,0.000000,0.166667,0.000000
0.000000,0.360083,1,0.200000,0.083333,0.035714,0.047619,0.055556,0.000000
0.000000,0.339675,1,0.200000,0.000000,0.000000,0.000000,0.066667,0.000000
0.000004,0.983051,0,0.400000,0.166667,0.000000,0.114286,0.133333,0.200000
0.002248,0.327914,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000001,0.523348,0,0.200000,0.166667,0.035714,0.342857,0.200000,0.200000
0.000000,0.759599,1,0.200000,0.000000,0.035714,0.000000,0.125000,0.000000
0.000004,0.251470,0,0.200000,0.083333,0.107143,0.057143,0.066667,0.000000
0.000005,0.032515,0,0.000000,0.250000,0.000000,0.122449,0.000000,0.047619
0.000000,0.759599,1,0.000000,0.000000,0.071429,0.000000,0.000000,0.000000
0.000163,0.231408,0,0.400000,0.000000,0.000000,0.000000,0.181818,0.090909
0.000000,0.759599,1,0.200000,0.000000,0.000000,0.000000,0.250000,0.000000
0.000015,0.987202,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.759599,1,0.400000,0.000000,0.000000,0.000000,0.153846,0.076923
0.001886,0.748184,1,0.200000,0.000000,0.000000,0.000000,0.066667,0.000000
0.000004,0.223452,0,0.400000,0.000000,0.000000,0.000000,0.142857,0.000000
0.000000,0.611899,0,0.400000,0.000000,0.000000,0.000000,0.181818,0.090909
0.000109,0.989623,0,0.000000,0.083333,0.000000,0.107143,0.000000,0.000000
0.000000,0.759599,1,0.200000,0.000000,0.000000,0.000000,0.100000,0.000000
1.000000,0.759599,1,0.200000,0.000000,0.000000,0.000000,0.500000,0.000000
0.000000,0.466275,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.261155,1,0.200000,0.000000,0.000000,0.000000,0.055556,0.000000
0.000024,0.304739,0,0.200000,0.000000,0.000000,0.000000,0.027027,0.000000
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.083333,0.035714,0.045113,0.000000,0.000000
0.000000,0.759599,1,0.200000,0.166667,0.000000,0.155844,0.090909,0.000000
0.000008,0.433068,0,0.200000,0.083333,0.000000,0.428571,0.500000,0.000000
0.000015,0.273954,0,0.200000,0.333333,0.000000,0.190476,0.055556,0.111111
0.042095,0.527499,1,0.400000,0.000000,0.000000,0.000000,0.133333,0.000000
0.000110,0.350398,0,0.000000,0.083333,0.000000,0.095238,0.000000,0.000000
0.000018,0.586302,0,0.200000,0.166667,0.000000,0.122449,0.071429,0.000000
0.000000,0.591837,1,0.200000,0.000000,0.000000,0.000000,0.111111,0.000000
0.000005,0.315808,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.071429
0.000000,0.139744,1,0.200000,0.000000,0.000000,0.000000,0.250000,0.000000
0.000121,0.279834,0,0.000000,0.083333,0.000000,0.107143,0.000000,0.000000
0.000000,0.601868,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.071602,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000001,0.998962,0,0.000000,0.083333,0.000000,0.095238,0.000000,0.000000
0.000000,0.010377,1,0.200000,0.000000,0.000000,0.000000,0.333333,0.333333
0.006057,0.497406,1,0.400000,0.083333,0.000000,0.057143,0.133333,0.000000
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.087859,1,0.200000,0.000000,0.000000,0.000000,0.090909,0.000000
0.000013,0.010377,0,0.200000,0.000000,0.000000,0.000000,0.111111,0.222222
0.000011,0.599101,0,0.000000,0.000000,0.071429,0.000000,0.000000,0.000000
0.003657,0.433760,1,0.200000,0.000000,0.035714,0.000000,0.062500,0.000000
0.000026,0.132480,0,0.400000,0.000000,0.000000,0.000000,0.181818,0.090909
0.008257,0.191975,1,0.200000,0.000000,0.000000,0.000000,0.125000,0.000000
0.000159,0.143895,0,0.000000,0.083333,0.000000,0.077922,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000008,0.429955,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.782428,1,0.200000,0.000000,0.035714,0.000000,0.050000,0.000000
0.000080,0.527153,0,0.000000,0.083333,0.000000,0.077922,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000007,0.674507,0,0.400000,0.000000,0.000000,0.000000,0.200000,0.100000
0.000000,0.759599,1,0.200000,0.000000,0.000000,0.000000,0.250000,0.000000
0.000906,0.749222,1,0.400000,0.000000,0.035714,0.000000,0.181818,0.090909
0.000000,0.273954,1,0.200000,0.000000,0.000000,0.000000,0.050000,0.050000
0.033524,0.190937,1,0.200000,0.000000,0.000000,0.000000,0.100000,0.000000
0.000255,0.540297,0,0.000000,0.083333,0.000000,0.065934,0.000000,0.000000
0.000009,0.877205,0,0.200000,0.166667,0.000000,0.131868,0.076923,0.000000
0.000000,0.597717,1,0.400000,0.166667,0.000000,0.214286,0.250000,0.000000
0.000007,0.953303,0,0.200000,0.000000,0.035714,0.000000,0.076923,0.000000
0.000203,0.802145,1,0.200000,0.333333,0.000000,0.342857,0.100000,0.000000
0.000000,0.976133,1,0.200000,0.000000,0.035714,0.000000,0.052632,0.000000
0.000000,0.303009,1,0.200000,0.166667,0.000000,0.100840,0.058824,0.000000
0.000000,0.791422,1,0.200000,0.083333,0.214286,0.057143,0.066667,0.066667
0.000266,0.128675,1,0.000000,0.083333,0.035714,0.045113,0.000000,0.000000
0.000114,0.573504,0,0.000000,0.166667,0.000000,0.155844,0.000000,0.000000
0.000218,0.969215,0,0.200000,0.000000,0.000000,0.000000,0.071429,0.000000
0.000000,0.339675,1,0.200000,0.000000,0.000000,0.000000,0.500000,0.000000
0.000130,0.454168,0,0.000000,0.083333,0.000000,0.038961,0.000000,0.000000
0.000015,0.999654,0,0.200000,0.416667,0.000000,0.238095,0.055556,0.166667
0.000000,0.314424,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.055556
0.000248,0.509166,0,0.000000,0.083333,0.000000,0.047619,0.000000,0.000000
0.000000,0.119682,1,0.200000,0.083333,0.000000,0.061224,0.071429,0.071429
0.000002,0.960221,0,0.200000,0.083333,0.000000,0.040816,0.047619,0.047619
0.000000,0.409201,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000010,0.083362,0,0.400000,0.083333,0.000000,0.077922,0.181818,0.000000
0.066857,0.618817,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.230024,1,0.200000,0.000000,0.000000,0.000000,0.043478,0.043478
0.000068,0.635074,0,0.400000,0.000000,0.000000,0.000000,0.142857,0.000000
0.000324,0.781045,0,0.000000,0.000000,0.071429,0.000000,0.000000,0.000000
0.000032,0.912833,0,0.400000,0.000000,0.000000,0.000000,0.166667,0.000000
0.000001,0.548599,0,0.200000,0.000000,0.000000,0.000000,0.250000,0.000000
0.000583,0.806295,0,0.200000,0.000000,0.000000,0.000000,0.083333,0.000000
0.022000,0.386026,1,0.000000,0.083333,0.000000,0.038961,0.000000,0.000000
0.000000,0.759599,1,0.200000,0.000000,0.035714,0.000000,0.100000,0.000000
0.000005,0.575579,0,0.200000,0.000000,0.000000,0.000000,0.090909,0.090909
0.000010,0.233483,0,0.000000,0.083333,0.000000,0.085714,0.000000,0.000000
0.000000,0.209962,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.002143,0.662055,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.425804,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000103,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.122449,1,0.200000,0.166667,0.035714,0.155844,0.090909,0.000000
0.000000,0.601522,1,0.400000,0.000000,0.000000,0.000000,0.181818,0.181818
0.000000,0.760982,0,0.200000,0.000000,0.000000,0.000000,0.047619,0.047619
0.000023,0.570737,0,0.200000,0.083333,0.000000,0.053571,0.062500,0.125000
0.000582,0.524732,0,0.400000,0.000000,0.000000,0.000000,0.222222,0.111111
0.000000,0.759599,1,0.000000,0.083333,0.000000,0.057143,0.000000,0.000000
0.000000,0.016257,1,0.200000,0.000000,0.000000,0.000000,0.083333,0.000000
0.563810,0.784504,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.120000
0.000981,0.943964,1,0.200000,0.000000,0.000000,0.000000,0.142857,0.000000
0.000000,0.759599,1,0.200000,0.166667,0.035714,0.122449,0.071429,0.642857
0.000000,0.703909,1,0.400000,0.083333,0.000000,0.122449,0.285714,0.000000
0.000001,0.489796,0,0.000000,0.083333,0.000000,0.122449,0.000000,0.000000
0.000000,0.549291,0,0.400000,0.083333,0.000000,0.077922,0.181818,0.090909
0.000000,0.606019,1,0.200000,0.083333,0.142857,0.077922,0.090909,0.181818
0.000000,0.429263,1,0.200000,0.000000,0.000000,0.000000,0.071429,0.000000
0.000117,0.644414,0,0.000000,0.083333,0.000000,0.122449,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000079,0.361467,0,0.400000,0.000000,0.000000,0.000000,0.125000,0.000000
0.000169,0.087513,0,0.200000,0.083333,0.000000,0.077922,0.090909,0.090909
0.000000,0.884469,1,0.000000,0.000000,0.178571,0.000000,0.000000,0.142857
0.000064,0.077828,0,0.400000,0.083333,0.000000,0.071429,0.166667,0.083333
0.000007,0.116569,0,0.000000,0.000000,1.000000,0.000000,0.000000,0.066667
0.000000,0.196126,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000013,0.598755,0,0.400000,0.000000,0.000000,0.000000,0.133333,0.000000
0.000062,0.922518,0,0.400000,0.000000,0.000000,0.000000,0.133333,0.000000
0.000302,0.061916,1,0.200000,0.000000,0.000000,0.000000,0.066667,0.000000
0.000000,0.484953,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000153,0.218264,0,0.200000,0.000000,0.000000,0.000000,0.090909,0.000000
0.000170,0.858526,0,0.400000,0.000000,0.000000,0.000000,0.181818,0.000000
0.000000,0.485645,1,0.200000,0.000000,0.000000,0.000000,0.050000,0.000000
0.000058,0.840886,0,0.000000,0.083333,0.000000,0.077922,0.000000,0.000000
0.000095,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000023,0.628156,0,0.200000,0.000000,0.000000,0.000000,0.090909,0.363636
0.000000,0.435144,1,0.200000,0.000000,0.000000,0.000000,0.076923,0.000000
0.000023,0.229332,0,0.000000,0.083333,0.000000,0.038961,0.000000,0.045455
0.038000,0.666897,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.052632
0.000164,0.232100,0,0.000000,0.083333,0.000000,0.077922,0.000000,0.000000
0.000010,0.842961,0,0.200000,0.000000,0.000000,0.000000,0.071429,0.000000
0.000000,0.759599,1,0.400000,0.000000,0.000000,0.000000,0.181818,0.000000
0.000000,0.298513,1,0.200000,0.000000,0.035714,0.000000,0.200000,0.000000
0.000274,0.883777,0,0.400000,0.000000,0.000000,0.000000,0.166667,0.000000
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000123,0.027672,0,0.000000,0.083333,0.000000,0.065934,0.000000,0.000000
0.000006,0.927361,0,0.000000,0.000000,0.107143,0.000000,0.000000,0.000000
0.000000,0.435835,1,0.200000,0.000000,0.000000,0.000000,0.062500,0.000000
0.000034,0.128675,0,0.200000,0.166667,0.000000,0.114286,0.066667,0.400000
0.000117,0.791768,0,0.000000,0.083333,0.000000,0.095238,0.000000,0.000000
0.000000,0.799377,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000044,0.708059,0,0.200000,0.166667,0.000000,0.090226,0.052632,0.000000
0.000000,0.246973,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000289,0.372190,1,0.200000,0.083333,0.000000,0.122449,0.142857,0.000000
0.000000,0.759599,1,0.200000,0.000000,0.035714,0.000000,0.055556,0.000000
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.017524,0.591837,1,0.200000,0.000000,0.000000,0.000000,0.052632,0.052632
0.000187,0.889658,0,0.400000,0.000000,0.000000,0.000000,0.166667,0.000000
0.000215,0.281909,0,0.200000,0.083333,0.000000,0.085714,0.100000,0.000000
0.000107,0.850571,0,0.000000,0.083333,0.000000,0.071429,0.000000,0.000000
0.000138,0.230370,0,0.600000,0.000000,0.000000,0.000000,0.214286,0.071429
0.000763,0.641992,1,0.400000,0.166667,0.035714,0.100840,0.117647,0.058824
0.151429,0.759599,1,0.200000,0.000000,0.000000,0.000000,0.111111,0.111111
0.000000,0.437911,1,0.200000,0.000000,0.000000,0.000000,0.052632,0.052632
0.000008,0.912141,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.759599,1,0.200000,0.083333,0.000000,0.071429,0.083333,0.000000
0.000009,0.425112,0,0.000000,0.250000,0.000000,0.111801,0.000000,0.217391
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000113,0.392944,0,0.000000,0.083333,0.000000,0.095238,0.000000,0.000000
0.000000,0.646489,0,0.400000,0.000000,0.000000,0.000000,0.200000,0.200000
0.000000,0.677274,1,0.200000,0.000000,0.000000,0.000000,0.200000,0.000000
0.000143,0.105846,0,0.000000,0.083333,0.000000,0.107143,0.000000,0.000000
0.000102,0.199585,1,0.000000,0.166667,0.000000,0.077922,0.000000,0.000000
0.000075,0.260464,0,0.400000,0.000000,0.000000,0.000000,0.117647,0.000000
0.000000,0.710827,1,0.200000,0.000000,0.071429,0.000000,0.083333,0.083333
0.000095,0.543411,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.759599,1,0.200000,0.083333,0.000000,0.085714,0.100000,0.000000
0.000000,0.957108,1,0.200000,0.000000,0.071429,0.000000,0.066667,0.066667
0.000000,0.610169,1,0.200000,0.000000,0.000000,0.000000,0.142857,0.000000
0.000000,0.417848,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.037037
0.000000,0.583189,1,0.000000,0.083333,0.000000,0.122449,0.000000,0.000000
0.000008,0.208578,0,0.200000,0.000000,0.071429,0.000000,0.062500,0.000000
0.000000,0.759599,1,0.000000,0.166667,0.000000,0.085714,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.000000,0.071429,0.000000,0.000000,0.000000
0.000130,0.991007,0,0.000000,0.083333,0.000000,0.107143,0.000000,0.000000
0.000079,0.302318,0,0.000000,0.083333,0.000000,0.095238,0.000000,0.000000
0.000196,0.905569,0,0.400000,0.000000,0.000000,0.000000,0.166667,0.000000
0.000002,0.297475,0,0.400000,0.000000,0.000000,0.000000,0.133333,0.000000
0.000000,0.250778,1,0.200000,0.000000,0.000000,0.000000,0.166667,0.000000
0.000014,0.995849,0,0.000000,0.083333,0.000000,0.037267,0.000000,0.043478
0.000164,0.523002,0,0.000000,0.083333,0.000000,0.095238,0.000000,0.000000
0.000026,0.298167,0,0.200000,0.000000,0.071429,0.000000,0.083333,0.000000
0.000193,0.466621,0,0.000000,0.083333,0.000000,0.428571,0.000000,0.000000
0.000126,0.274645,0,0.000000,0.083333,0.000000,0.077922,0.000000,0.090909
0.000000,0.905569,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.009524,0.759599,1,0.200000,0.083333,0.035714,0.071429,0.083333,0.000000
0.000023,0.771359,0,0.200000,0.000000,0.035714,0.000000,0.200000,0.200000
0.000001,0.787271,0,0.400000,0.000000,0.000000,0.000000,0.166667,0.000000
0.000016,0.440678,0,0.200000,0.000000,0.000000,0.000000,0.055556,0.111111
0.000016,0.040470,0,0.000000,0.416667,0.000000,0.225564,0.000000,0.052632
0.000126,0.605673,0,0.000000,0.083333,0.000000,0.071429,0.000000,0.083333
0.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.002067,0.314770,1,0.200000,0.083333,0.107143,0.085714,0.100000,0.000000
0.007514,0.759599,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.752681,1,0.200000,0.083333,0.000000,0.122449,0.142857,0.000000
0.000056,0.182982,0,0.200000,0.166667,0.000000,0.214286,0.125000,0.000000
