Id,following,followers,actions,is_retweet,location,Type,URLs,Hashtags,Mentions,Words,Characters,Hashtags_to_Words_Ratio,Links_to_Words_Ratio,Caps_to_Words_Ratio
5403,0.000000,0.000001,0.012227,1.000000,0.707022,0,0.000000,0.000000,0.035714,0.521739,0.245575,0.000000,0.000000,0.160000
11659,0.005379,0.000117,0.133850,0.000000,0.337599,0,0.000000,0.083333,0.000000,0.195652,0.117257,0.085714,0.000000,0.000000
10570,0.000000,0.000000,0.000024,0.000000,0.420270,1,0.200000,0.000000,0.035714,0.369565,0.236726,0.000000,0.055556,0.000000
8426,0.000342,0.000004,0.029180,1.000000,0.381529,0,0.000000,0.000000,0.000000,0.456522,0.203540,0.000000,0.000000,0.000000
11586,0.000006,0.000000,0.007633,0.000000,0.281563,0,0.400000,0.250000,0.000000,0.326087,0.243363,0.160714,0.125000,0.187500
9788,0.000000,0.000000,0.000024,0.000000,0.473539,0,0.000000,0.083333,0.000000,0.195652,0.117257,0.085714,0.000000,0.000000
264,0.000462,0.000008,0.032864,0.000000,0.895192,0,0.200000,0.000000,0.000000,0.173913,0.112832,0.000000,0.111111,0.111111
4141,0.004451,0.000159,0.108227,0.000000,0.407126,0,0.400000,0.000000,0.000000,0.130435,0.154867,0.000000,0.285714,0.000000
5627,0.004243,0.000568,0.299334,0.000000,0.263923,0,0.200000,0.000000,0.000000,0.195652,0.139381,0.000000,0.100000,0.100000
11834,0.003232,0.000242,0.259006,0.000000,0.978554,0,0.200000,0.083333,0.000000,0.152174,0.119469,0.107143,0.125000,0.000000
11464,0.002046,0.000125,0.095626,0.000000,0.209270,0,0.000000,0.083333,0.000000,0.239130,0.130531,0.071429,0.000000,0.000000
812,0.000000,0.000000,0.044100,1.000000,0.544794,1,0.000000,0.000000,0.000000,0.043478,0.030973,0.000000,0.000000,0.000000
10347,0.000000,0.000000,0.044100,0.000000,0.899343,1,0.200000,0.000000,0.000000,0.086957,0.154867,0.000000,0.200000,0.000000
6214,0.004564,0.000157,0.015000,0.000000,0.697682,0,0.400000,0.166667,0.000000,0.108696,0.170354,0.285714,0.333333,0.000000
3661,0.000623,0.000010,0.010792,1.000000,0.405396,0,0.000000,0.083333,0.000000,0.173913,0.084071,0.095238,0.000000,0.000000
8288,0.000000,0.000000,0.000000,0.000000,0.211346,1,0.000000,0.000000,0.000000,0.108696,0.068584,0.000000,0.000000,0.000000
8817,0.001959,0.000026,0.014048,1.000000,0.725355,0,0.400000,0.000000,0.000000,0.217391,0.212389,0.000000,0.181818,0.181818
6160,0.000076,0.000001,0.001827,0.000000,0.897959,0,0.000000,0.166667,0.000000,0.130435,0.112832,0.244898,0.000000,0.000000
11276,0.000000,0.000000,0.000000,0.000000,0.387409,1,0.200000,0.083333,0.035714,0.152174,0.183628,0.107143,0.125000,0.625000
6181,0.000000,0.000000,0.000271,0.000000,0.301972,1,0.200000,0.083333,0.000000,0.195652,0.415929,0.085714,0.100000,0.000000
2895,0.007875,0.000174,0.044100,0.000000,0.560360,1,0.400000,0.250000,0.000000,0.260870,0.387168,0.197802,0.153846,0.000000
6011,0.010125,0.000221,0.008784,0.000000,0.582843,1,0.000000,0.000000,0.000000,0.456522,0.221239,0.000000,0.000000,0.272727
11305,0.000000,0.000211,0.000121,0.000000,0.004151,1,0.000000,0.000000,0.000000,0.347826,0.152655,0.000000,0.000000,0.000000
10754,0.008563,0.000704,0.001905,0.000000,0.175718,1,0.200000,0.000000,0.000000,0.413043,0.225664,0.000000,0.050000,0.050000
1978,0.000000,0.000000,0.000000,0.000000,0.708059,1,0.000000,0.000000,0.000000,0.043478,0.013274,0.000000,0.000000,0.000000
11071,0.002966,0.000022,0.004353,0.000000,0.190937,0,0.200000,0.000000,0.000000,0.304348,0.176991,0.000000,0.066667,0.000000
8115,0.005143,0.000112,0.028680,0.000000,0.665860,0,0.200000,0.083333,0.000000,0.195652,0.150442,0.085714,0.100000,0.000000
2323,0.000344,0.000004,0.015308,1.000000,0.005534,0,0.200000,0.083333,0.035714,0.260870,0.201327,0.065934,0.076923,0.000000
1909,0.000000,0.000000,0.000000,0.000000,0.759599,1,0.200000,0.000000,0.000000,0.108696,0.185841,0.000000,0.166667,0.000000
3243,0.008375,0.000123,0.066078,0.000000,0.188516,0,0.200000,0.166667,0.000000,0.413043,0.252212,0.085714,0.050000,0.000000
11578,0.004061,0.000069,0.102011,0.000000,0.822207,0,0.400000,0.000000,0.000000,0.239130,0.207965,0.000000,0.166667,0.000000
9299,0.000028,0.000001,0.000314,1.000000,0.796264,0,0.200000,0.000000,0.000000,0.217391,0.146018,0.000000,0.090909,0.000000
763,0.000000,0.000000,0.000078,0.000000,0.461086,1,0.200000,0.166667,0.071429,0.326087,0.236726,0.107143,0.062500,0.000000
4527,0.000000,0.001810,0.002659,0.000000,0.759599,1,0.200000,0.000000,0.000000,0.326087,0.276549,0.000000,0.062500,0.062500
1533,0.005056,0.000154,0.091333,0.000000,0.635074,0,0.400000,0.000000,0.000000,0.239130,0.196903,0.000000,0.166667,0.000000
717,0.000000,0.000000,0.005275,0.000000,0.631961,0,0.400000,0.000000,0.000000,0.239130,0.216814,0.000000,0.166667,0.250000
2311,0.004146,0.000158,0.106496,0.000000,0.531304,0,0.400000,0.000000,0.000000,0.282609,0.223451,0.000000,0.142857,0.000000
11322,0.000000,0.000000,0.044100,0.000000,0.124870,1,0.000000,0.000000,0.035714,0.347826,0.176991,0.000000,0.000000,0.000000
7754,0.004725,0.000153,0.087113,0.000000,0.056382,0,0.400000,0.000000,0.000000,0.217391,0.199115,0.000000,0.181818,0.000000
5899,0.009375,0.000221,0.044100,0.000000,0.287098,1,0.200000,0.000000,0.000000,0.391304,0.285398,0.000000,0.052632,0.000000
50,0.000000,0.000000,0.044100,0.000000,0.346247,1,0.000000,0.000000,0.000000,0.260870,0.079646,0.000000,0.000000,0.000000
10540,0.000000,0.000000,0.000000,0.000000,0.056728,1,0.200000,0.000000,0.035714,0.413043,0.245575,0.000000,0.050000,0.000000
8011,0.000154,0.000024,0.944925,0.000000,0.320996,0,0.400000,0.000000,0.000000,1.000000,0.570796,0.000000,0.042553,0.000000
6926,0.000000,0.000000,0.000000,0.000000,0.759599,1,0.000000,0.000000,0.000000,0.304348,0.148230,0.000000,0.000000,0.000000
9451,0.000000,0.000000,0.000139,0.000000,0.948461,1,0.000000,0.000000,0.000000,0.217391,0.090708,0.000000,0.000000,0.000000
1173,0.000000,0.000000,0.044100,0.000000,0.759599,1,0.000000,0.166667,0.035714,0.369565,0.241150,0.095238,0.000000,0.000000
489,0.002680,0.000038,0.008567,0.000000,0.104116,0,0.200000,0.083333,0.000000,0.326087,0.227876,0.053571,0.062500,0.000000
12351,0.000000,0.000000,0.044100,1.000000,0.435144,1,0.000000,0.000000,0.000000,0.086957,0.042035,0.000000,0.000000,0.000000
12183,0.001856,0.000020,0.002267,0.000000,0.665860,0,0.400000,0.000000,0.000000,0.391304,0.254425,0.000000,0.105263,0.000000
5204,0.000046,0.000002,0.054116,1.000000,0.142511,0,0.000000,0.083333,0.000000,0.195652,0.095133,0.085714,0.000000,0.000000
862,0.000000,0.005276,0.044100,0.000000,0.520581,1,0.400000,0.083333,0.035714,0.239130,0.219027,0.071429,0.166667,0.000000
9460,0.000000,0.000000,0.000277,0.000000,0.326185,1,0.200000,0.000000,0.000000,0.217391,0.154867,0.000000,0.090909,0.090909
11091,0.000000,0.000000,0.000000,0.000000,0.371152,1,0.200000,0.000000,0.035714,0.413043,0.241150,0.000000,0.050000,0.000000
12295,0.000000,0.000000,0.000416,0.000000,0.934279,0,0.400000,0.083333,0.000000,0.260870,0.205752,0.065934,0.153846,0.384615
1444,0.000000,0.000000,0.000012,0.000000,0.295745,1,0.200000,0.000000,0.071429,0.326087,0.258850,0.000000,0.062500,0.000000
6960,0.000000,0.000000,0.000000,0.000000,0.081979,1,0.200000,0.000000,0.000000,0.086957,0.059735,0.000000,0.200000,0.000000
2878,0.000000,0.007095,0.044100,0.000000,0.092356,1,0.200000,0.083333,0.000000,0.391304,0.331858,0.045113,0.052632,0.000000
3280,0.000000,0.000000,0.044100,1.000000,0.571083,1,0.000000,0.083333,0.000000,0.260870,0.128319,0.065934,0.000000,0.000000
4888,0.005618,0.000156,0.103572,0.000000,0.977862,0,0.200000,0.083333,0.000000,0.260870,0.201327,0.065934,0.076923,0.000000
463,0.001909,0.000021,0.025708,1.000000,0.674507,0,0.000000,0.083333,0.000000,0.239130,0.126106,0.071429,0.000000,0.000000
11283,0.005491,0.000191,0.141036,0.000000,0.846766,0,0.400000,0.000000,0.000000,0.173913,0.192478,0.000000,0.222222,0.000000
9900,0.002916,0.000022,0.009791,0.000000,0.563819,0,0.200000,0.000000,0.000000,0.326087,0.172566,0.000000,0.062500,0.000000
3521,0.000000,0.001962,0.000320,0.000000,0.120028,1,0.200000,0.000000,0.000000,0.152174,0.165929,0.000000,0.125000,0.000000
7053,0.000497,0.000009,0.037307,0.000000,0.741958,0,0.200000,0.000000,0.000000,0.391304,0.254425,0.000000,0.052632,0.105263
6907,0.006255,0.000238,0.226154,0.000000,0.193013,0,0.200000,0.083333,0.000000,0.173913,0.132743,0.095238,0.111111,0.000000
7976,0.002692,0.000032,0.104356,0.000000,0.027326,0,0.200000,0.000000,0.000000,0.304348,0.165929,0.000000,0.066667,0.066667
11282,0.000000,0.000000,0.000000,0.000000,0.759599,1,0.000000,0.000000,0.000000,0.282609,0.123894,0.000000,0.000000,0.000000
3200,0.000000,0.000142,0.044100,0.000000,0.051885,1,0.200000,0.250000,0.107143,0.304348,0.263274,0.171429,0.066667,0.600000
3341,0.000378,0.000003,0.073174,1.000000,0.865099,0,0.400000,0.166667,0.000000,0.260870,0.252212,0.131868,0.153846,0.000000
552,0.000000,0.000000,0.000000,0.000000,0.759599,1,0.200000,0.083333,0.000000,0.347826,0.254425,0.050420,0.058824,0.000000
10092,0.000000,0.000000,0.000000,0.000000,0.361467,1,0.200000,0.000000,0.035714,0.195652,0.163717,0.000000,0.100000,0.000000
2456,0.005809,0.000081,0.006825,0.000000,0.213767,0,0.000000,0.000000,0.000000,0.760870,0.380531,0.000000,0.000000,0.027778
6730,0.000804,0.000004,0.004467,1.000000,0.850225,0,0.400000,0.000000,0.000000,0.130435,0.150442,0.000000,0.285714,0.000000
6698,0.000614,0.000005,0.001332,0.000000,0.528191,0,0.200000,0.000000,0.000000,0.195652,0.146018,0.000000,0.100000,0.000000
5060,0.000000,0.000000,0.000000,0.000000,0.966793,1,0.200000,0.000000,0.000000,0.195652,0.172566,0.000000,0.100000,0.000000
1115,0.000504,0.000007,0.007428,1.000000,0.450709,0,0.200000,0.083333,0.000000,0.391304,0.252212,0.045113,0.052632,0.157895
56,0.006246,0.000130,0.047376,0.000000,0.144241,0,0.200000,0.166667,0.000000,0.434783,0.247788,0.081633,0.047619,0.047619
7220,0.000509,0.000004,0.005233,0.000000,0.060533,0,0.200000,0.083333,0.000000,0.086957,0.099558,0.171429,0.200000,0.200000
5291,0.000409,0.000004,0.006053,1.000000,0.878935,0,0.000000,0.000000,0.000000,0.217391,0.112832,0.000000,0.000000,0.000000
4377,0.000000,0.000000,0.000000,0.000000,0.411622,1,0.000000,0.000000,0.000000,0.086957,0.039823,0.000000,0.000000,0.000000
7964,0.002666,0.000029,0.169318,0.000000,0.571083,0,0.400000,0.000000,0.000000,0.260870,0.234513,0.000000,0.153846,0.000000
4641,0.000000,0.000000,0.044100,0.000000,0.312695,1,0.200000,0.000000,0.000000,0.021739,0.075221,0.000000,0.500000,0.000000
11121,0.000000,0.000000,0.044100,0.000000,0.759599,1,0.200000,0.000000,0.000000,0.043478,0.130531,0.000000,0.333333,0.333333
5783,0.000001,0.000000,0.015633,0.000000,0.501902,0,0.400000,0.000000,0.000000,0.239130,0.199115,0.000000,0.166667,0.000000
8059,0.000000,0.000000,0.000127,0.000000,0.414044,1,0.200000,0.000000,0.000000,0.021739,0.079646,0.000000,0.500000,0.000000
6781,0.002992,0.000000,0.044100,0.000000,0.954341,1,0.000000,0.000000,0.035714,0.065217,0.046460,0.000000,0.000000,0.000000
11698,0.000705,0.000008,0.013620,1.000000,0.006226,0,0.400000,0.000000,0.035714,0.326087,0.252212,0.000000,0.125000,0.062500
2177,0.000000,0.000000,0.000000,0.000000,0.523002,1,0.400000,0.000000,0.000000,0.282609,0.318584,0.000000,0.142857,0.071429
7543,0.000000,0.000000,0.000000,0.000000,0.874438,1,0.200000,0.000000,0.000000,0.108696,0.163717,0.000000,0.166667,0.000000
5583,0.000000,0.000000,0.044100,0.000000,0.360083,1,0.200000,0.083333,0.035714,0.369565,0.250000,0.047619,0.055556,0.000000
8829,0.000000,0.000000,0.000000,0.000000,0.339675,1,0.200000,0.000000,0.000000,0.304348,0.267699,0.000000,0.066667,0.000000
6494,0.001844,0.000004,0.007367,0.000000,0.983051,0,0.400000,0.166667,0.000000,0.304348,0.247788,0.114286,0.133333,0.200000
4734,0.000000,0.002248,0.044100,0.000000,0.327914,1,0.000000,0.000000,0.000000,0.369565,0.194690,0.000000,0.000000,0.000000
2977,0.000034,0.000001,0.003177,1.000000,0.523348,0,0.200000,0.166667,0.035714,0.086957,0.119469,0.342857,0.200000,0.200000
4611,0.000000,0.000000,0.000000,0.000000,0.759599,1,0.200000,0.000000,0.035714,0.152174,0.110619,0.000000,0.125000,0.000000
9131,0.000501,0.000004,0.005734,1.000000,0.251470,0,0.200000,0.083333,0.107143,0.304348,0.236726,0.057143,0.066667,0.000000
8142,0.002076,0.000005,0.001091,0.000000,0.032515,0,0.000000,0.250000,0.000000,0.434783,0.192478,0.122449,0.000000,0.047619
2379,0.000000,0.000000,0.000000,0.000000,0.759599,1,0.000000,0.000000,0.071429,0.500000,0.256637,0.000000,0.000000,0.000000
9410,0.004109,0.000163,0.237784,0.000000,0.231408,0,0.400000,0.000000,0.000000,0.217391,0.196903,0.000000,0.181818,0.090909
2684,0.000000,0.000000,0.000000,0.000000,0.759599,1,0.200000,0.000000,0.000000,0.065217,0.079646,0.000000,0.250000,0.000000
1530,0.000970,0.000015,0.014180,1.000000,0.987202,0,0.000000,0.000000,0.000000,0.586957,0.236726,0.000000,0.000000,0.000000
12243,0.000000,0.000000,0.000000,0.000000,0.759599,1,0.400000,0.000000,0.000000,0.260870,0.254425,0.000000,0.153846,0.076923
10782,0.000000,0.001886,0.044100,0.000000,0.748184,1,0.200000,0.000000,0.000000,0.304348,0.174779,0.000000,0.066667,0.000000
5599,0.000379,0.000004,0.083279,1.000000,0.223452,0,0.400000,0.000000,0.000000,0.282609,0.269912,0.000000,0.142857,0.000000
3035,0.000001,0.000000,0.009484,0.000000,0.611899,0,0.400000,0.000000,0.000000,0.217391,0.232301,0.000000,0.181818,0.090909
6033,0.006474,0.000109,0.066584,0.000000,0.989623,0,0.000000,0.083333,0.000000,0.152174,0.112832,0.107143,0.000000,0.000000
9604,0.000000,0.000000,0.000042,0.000000,0.759599,1,0.200000,0.000000,0.000000,0.195652,0.143805,0.000000,0.100000,0.000000
7516,0.185625,1.000000,0.044100,0.000000,0.759599,1,0.200000,0.000000,0.000000,0.021739,0.086283,0.000000,0.500000,0.000000
11105,0.000000,0.000000,0.044100,1.000000,0.466275,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1751,0.000000,0.000000,0.000000,0.000000,0.261155,1,0.200000,0.000000,0.000000,0.369565,0.214602,0.000000,0.055556,0.000000
5973,0.000155,0.000024,0.964357,1.000000,0.304739,0,0.200000,0.000000,0.000000,0.782609,0.415929,0.000000,0.027027,0.000000
7145,0.000000,0.000000,0.000000,0.000000,0.759599,1,0.000000,0.000000,0.000000,0.217391,0.084071,0.000000,0.000000,0.000000
10821,0.000000,0.000000,0.044100,0.000000,0.759599,1,0.000000,0.083333,0.035714,0.391304,0.247788,0.045113,0.000000,0.000000
4339,0.000000,0.000000,0.000211,0.000000,0.759599,1,0.200000,0.166667,0.000000,0.217391,0.161504,0.155844,0.090909,0.000000
4615,0.000356,0.000008,0.021319,1.000000,0.433068,0,0.200000,0.083333,0.000000,0.021739,0.090708,0.428571,0.500000,0.000000
934,0.001076,0.000015,0.051548,0.000000,0.273954,0,0.200000,0.333333,0.000000,0.369565,0.250000,0.190476,0.055556,0.111111
10474,0.000000,0.042095,0.000410,0.000000,0.527499,1,0.400000,0.000000,0.000000,0.304348,0.234513,0.000000,0.133333,0.000000
5210,0.002426,0.000110,0.080367,0.000000,0.350398,0,0.000000,0.083333,0.000000,0.173913,0.097345,0.095238,0.000000,0.000000
8015,0.000830,0.000018,0.038742,1.000000,0.586302,0,0.200000,0.166667,0.000000,0.282609,0.212389,0.122449,0.071429,0.000000
1394,0.000000,0.000000,0.000000,0.000000,0.591837,1,0.200000,0.000000,0.000000,0.173913,0.227876,0.000000,0.111111,0.000000
7888,0.001096,0.000005,0.010503,0.000000,0.315808,0,0.000000,0.000000,0.000000,0.282609,0.163717,0.000000,0.000000,0.071429
9862,0.000000,0.000000,0.000000,0.000000,0.139744,1,0.200000,0.000000,0.000000,0.065217,0.134956,0.000000,0.250000,0.000000
7492,0.008709,0.000121,0.046689,0.000000,0.279834,0,0.000000,0.083333,0.000000,0.152174,0.106195,0.107143,0.000000,0.000000
10431,0.000000,0.000000,0.000102,0.000000,0.601868,1,0.000000,0.000000,0.000000,0.173913,0.077434,0.000000,0.000000,0.000000
5004,0.000000,0.000000,0.000000,0.000000,0.071602,1,0.000000,0.000000,0.000000,0.108696,0.037611,0.000000,0.000000,0.000000
909,0.000177,0.000001,0.005571,0.000000,0.998962,0,0.000000,0.083333,0.000000,0.173913,0.103982,0.095238,0.000000,0.000000
9984,0.000000,0.000000,0.001935,0.000000,0.010377,1,0.200000,0.000000,0.000000,0.043478,0.077434,0.000000,0.333333,0.333333
1693,0.000000,0.006057,0.044100,0.000000,0.497406,1,0.400000,0.083333,0.000000,0.304348,0.254425,0.057143,0.133333,0.000000
11439,0.000000,0.000000,0.044100,0.000000,0.759599,1,0.000000,0.000000,0.000000,0.065217,0.019912,0.000000,0.000000,0.000000
444,0.000000,0.000000,0.044100,0.000000,0.087859,1,0.200000,0.000000,0.000000,0.217391,0.157080,0.000000,0.090909,0.000000
6498,0.003123,0.000013,0.003195,0.000000,0.010377,0,0.200000,0.000000,0.000000,0.173913,0.132743,0.000000,0.111111,0.222222
4014,0.001238,0.000011,0.025822,0.000000,0.599101,0,0.000000,0.000000,0.071429,0.065217,0.068584,0.000000,0.000000,0.000000
4807,0.000000,0.003657,0.005625,0.000000,0.433760,1,0.200000,0.000000,0.035714,0.326087,0.254425,0.000000,0.062500,0.000000
5569,0.003014,0.000026,0.026443,0.000000,0.132480,0,0.400000,0.000000,0.000000,0.217391,0.219027,0.000000,0.181818,0.090909
5443,0.061375,0.008257,0.044100,0.000000,0.191975,1,0.200000,0.000000,0.000000,0.152174,0.128319,0.000000,0.125000,0.000000
4910,0.007844,0.000159,0.038628,0.000000,0.143895,0,0.000000,0.083333,0.000000,0.217391,0.161504,0.077922,0.000000,0.000000
8720,0.000000,0.000000,0.044100,0.000000,0.759599,1,0.000000,0.000000,0.000000,0.195652,0.079646,0.000000,0.000000,0.000000
3833,0.000281,0.000008,0.034787,1.000000,0.429955,0,0.000000,0.000000,0.000000,0.326087,0.146018,0.000000,0.000000,0.000000
7144,0.002992,0.000000,0.000000,0.000000,0.759599,1,0.000000,0.000000,0.000000,0.500000,0.225664,0.000000,0.000000,0.000000
322,0.000000,0.000000,0.044100,0.000000,0.782428,1,0.200000,0.000000,0.035714,0.413043,0.254425,0.000000,0.050000,0.000000
8269,0.005774,0.000080,0.103578,0.000000,0.527153,0,0.000000,0.083333,0.000000,0.217391,0.123894,0.077922,0.000000,0.000000
493,0.000000,0.000000,0.044100,0.000000,0.759599,1,0.000000,0.000000,0.000000,0.391304,0.132743,0.000000,0.000000,0.000000
7106,0.000000,0.000000,0.000072,0.000000,0.759599,1,0.000000,0.000000,0.000000,0.304348,0.146018,0.000000,0.000000,0.000000
518,0.000428,0.000007,0.033919,1.000000,0.674507,0,0.400000,0.000000,0.000000,0.195652,0.157080,0.000000,0.200000,0.100000
9222,0.000000,0.000000,0.044100,0.000000,0.759599,1,0.200000,0.000000,0.000000,0.065217,0.174779,0.000000,0.250000,0.000000
5109,0.000000,0.000906,0.000277,0.000000,0.749222,1,0.400000,0.000000,0.035714,0.217391,0.342920,0.000000,0.181818,0.090909
4664,0.000000,0.000000,0.044100,0.000000,0.273954,1,0.200000,0.000000,0.000000,0.413043,0.411504,0.000000,0.050000,0.050000
2447,0.000000,0.033524,0.044100,0.000000,0.190937,1,0.200000,0.000000,0.000000,0.195652,0.165929,0.000000,0.100000,0.000000
1357,0.009887,0.000255,0.259880,0.000000,0.540297,0,0.000000,0.083333,0.000000,0.260870,0.161504,0.065934,0.000000,0.000000
12039,0.000521,0.000009,0.025545,1.000000,0.877205,0,0.200000,0.166667,0.000000,0.260870,0.269912,0.131868,0.076923,0.000000
7146,0.000000,0.000000,0.000000,0.000000,0.597717,1,0.400000,0.166667,0.000000,0.152174,0.210177,0.214286,0.250000,0.000000
1291,0.000190,0.000007,0.056100,1.000000,0.953303,0,0.200000,0.000000,0.035714,0.260870,0.199115,0.000000,0.076923,0.000000
10443,0.000000,0.000203,0.000036,0.000000,0.802145,1,0.200000,0.333333,0.000000,0.195652,0.183628,0.342857,0.100000,0.000000
2793,0.000000,0.000000,0.000000,0.000000,0.976133,1,0.200000,0.000000,0.035714,0.391304,0.250000,0.000000,0.052632,0.000000
4500,0.000000,0.000000,0.000000,0.000000,0.303009,1,0.200000,0.166667,0.000000,0.347826,0.227876,0.100840,0.058824,0.000000
