is_retweet,location,Type,URLs,Words,Links_to_Words_Ratio,Caps_to_Words_Ratio
0.000000,0.411622,1,0.000000,0.086957,0.000000,0.000000
0.000000,0.571083,0,0.400000,0.260870,0.153846,0.000000
0.000000,0.312695,1,0.200000,0.021739,0.500000,0.000000
0.000000,0.759599,1,0.200000,0.043478,0.333333,0.333333
0.000000,0.501902,0,0.400000,0.239130,0.166667,0.000000
0.000000,0.414044,1,0.200000,0.021739,0.500000,0.000000
0.000000,0.954341,1,0.000000,0.065217,0.000000,0.000000
1.000000,0.006226,0,0.400000,0.326087,0.125000,0.062500
0.000000,0.523002,1,0.400000,0.282609,0.142857,0.071429
0.000000,0.874438,1,0.200000,0.108696,0.166667,0.000000
0.000000,0.360083,1,0.200000,0.369565,0.055556,0.000000
0.000000,0.339675,1,0.200000,0.304348,0.066667,0.000000
0.000000,0.983051,0,0.400000,0.304348,0.133333,0.200000
0.000000,0.327914,1,0.000000,0.369565,0.000000,0.000000
1.000000,0.523348,0,0.200000,0.086957,0.200000,0.200000
0.000000,0.759599,1,0.200000,0.152174,0.125000,0.000000
1.000000,0.251470,0,0.200000,0.304348,0.066667,0.000000
0.000000,0.032515,0,0.000000,0.434783,0.000000,0.047619
0.000000,0.759599,1,0.000000,0.500000,0.000000,0.000000
0.000000,0.231408,0,0.400000,0.217391,0.181818,0.090909
0.000000,0.759599,1,0.200000,0.065217,0.250000,0.000000
1.000000,0.987202,0,0.000000,0.586957,0.000000,0.000000
0.000000,0.759599,1,0.400000,0.260870,0.153846,0.076923
0.000000,0.748184,1,0.200000,0.304348,0.066667,0.000000
1.000000,0.223452,0,0.400000,0.282609,0.142857,0.000000
0.000000,0.611899,0,0.400000,0.217391,0.181818,0.090909
0.000000,0.989623,0,0.000000,0.152174,0.000000,0.000000
0.000000,0.759599,1,0.200000,0.195652,0.100000,0.000000
0.000000,0.759599,1,0.200000,0.021739,0.500000,0.000000
1.000000,0.466275,1,0.000000,0.000000,0.000000,1.000000
0.000000,0.261155,1,0.200000,0.369565,0.055556,0.000000
1.000000,0.304739,0,0.200000,0.782609,0.027027,0.000000
0.000000,0.759599,1,0.000000,0.217391,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.391304,0.000000,0.000000
0.000000,0.759599,1,0.200000,0.217391,0.090909,0.000000
1.000000,0.433068,0,0.200000,0.021739,0.500000,0.000000
0.000000,0.273954,0,0.200000,0.369565,0.055556,0.111111
0.000000,0.527499,1,0.400000,0.304348,0.133333,0.000000
0.000000,0.350398,0,0.000000,0.173913,0.000000,0.000000
1.000000,0.586302,0,0.200000,0.282609,0.071429,0.000000
0.000000,0.591837,1,0.200000,0.173913,0.111111,0.000000
0.000000,0.315808,0,0.000000,0.282609,0.000000,0.071429
0.000000,0.139744,1,0.200000,0.065217,0.250000,0.000000
0.000000,0.279834,0,0.000000,0.152174,0.000000,0.000000
0.000000,0.601868,1,0.000000,0.173913,0.000000,0.000000
0.000000,0.071602,1,0.000000,0.108696,0.000000,0.000000
0.000000,0.998962,0,0.000000,0.173913,0.000000,0.000000
0.000000,0.010377,1,0.200000,0.043478,0.333333,0.333333
0.000000,0.497406,1,0.400000,0.304348,0.133333,0.000000
0.000000,0.759599,1,0.000000,0.065217,0.000000,0.000000
0.000000,0.087859,1,0.200000,0.217391,0.090909,0.000000
0.000000,0.010377,0,0.200000,0.173913,0.111111,0.222222
0.000000,0.599101,0,0.000000,0.065217,0.000000,0.000000
0.000000,0.433760,1,0.200000,0.326087,0.062500,0.000000
0.000000,0.132480,0,0.400000,0.217391,0.181818,0.090909
0.000000,0.191975,1,0.200000,0.152174,0.125000,0.000000
0.000000,0.143895,0,0.000000,0.217391,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.195652,0.000000,0.000000
1.000000,0.429955,0,0.000000,0.326087,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.500000,0.000000,0.000000
0.000000,0.782428,1,0.200000,0.413043,0.050000,0.000000
0.000000,0.527153,0,0.000000,0.217391,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.391304,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.304348,0.000000,0.000000
1.000000,0.674507,0,0.400000,0.195652,0.200000,0.100000
0.000000,0.759599,1,0.200000,0.065217,0.250000,0.000000
0.000000,0.749222,1,0.400000,0.217391,0.181818,0.090909
0.000000,0.273954,1,0.200000,0.413043,0.050000,0.050000
0.000000,0.190937,1,0.200000,0.195652,0.100000,0.000000
0.000000,0.540297,0,0.000000,0.260870,0.000000,0.000000
1.000000,0.877205,0,0.200000,0.260870,0.076923,0.000000
0.000000,0.597717,1,0.400000,0.152174,0.250000,0.000000
1.000000,0.953303,0,0.200000,0.260870,0.076923,0.000000
0.000000,0.802145,1,0.200000,0.195652,0.100000,0.000000
0.000000,0.976133,1,0.200000,0.391304,0.052632,0.000000
0.000000,0.303009,1,0.200000,0.347826,0.058824,0.000000
0.000000,0.791422,1,0.200000,0.304348,0.066667,0.066667
0.000000,0.128675,1,0.000000,0.391304,0.000000,0.000000
0.000000,0.573504,0,0.000000,0.217391,0.000000,0.000000
0.000000,0.969215,0,0.200000,0.282609,0.071429,0.000000
0.000000,0.339675,1,0.200000,0.021739,0.500000,0.000000
0.000000,0.454168,0,0.000000,0.456522,0.000000,0.000000
1.000000,0.999654,0,0.200000,0.369565,0.055556,0.166667
0.000000,0.314424,1,0.000000,0.369565,0.000000,0.055556
0.000000,0.509166,0,0.000000,0.369565,0.000000,0.000000
0.000000,0.119682,1,0.200000,0.282609,0.071429,0.071429
0.000000,0.960221,0,0.200000,0.434783,0.047619,0.047619
0.000000,0.409201,1,0.000000,0.217391,0.000000,0.000000
0.000000,0.083362,0,0.400000,0.217391,0.181818,0.000000
0.000000,0.618817,1,0.000000,0.173913,0.000000,0.000000
0.000000,0.230024,1,0.200000,0.478261,0.043478,0.043478
0.000000,0.635074,0,0.400000,0.282609,0.142857,0.000000
0.000000,0.781045,0,0.000000,0.347826,0.000000,0.000000
0.000000,0.912833,0,0.400000,0.239130,0.166667,0.000000
0.000000,0.548599,0,0.200000,0.065217,0.250000,0.000000
0.000000,0.806295,0,0.200000,0.239130,0.083333,0.000000
0.000000,0.386026,1,0.000000,0.456522,0.000000,0.000000
0.000000,0.759599,1,0.200000,0.195652,0.100000,0.000000
1.000000,0.575579,0,0.200000,0.217391,0.090909,0.090909
0.000000,0.233483,0,0.000000,0.195652,0.000000,0.000000
0.000000,0.209962,1,0.000000,0.434783,0.000000,0.000000
0.000000,0.662055,1,0.000000,0.217391,0.000000,0.000000
0.000000,0.425804,1,0.000000,0.239130,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.239130,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.500000,0.000000,0.000000
0.000000,0.122449,1,0.200000,0.217391,0.090909,0.000000
0.000000,0.601522,1,0.400000,0.217391,0.181818,0.181818
0.000000,0.760982,0,0.200000,0.434783,0.047619,0.047619
1.000000,0.570737,0,0.200000,0.326087,0.062500,0.125000
0.000000,0.524732,0,0.400000,0.173913,0.222222,0.111111
0.000000,0.759599,1,0.000000,0.304348,0.000000,0.000000
0.000000,0.016257,1,0.200000,0.239130,0.083333,0.000000
0.000000,0.784504,1,0.000000,0.521739,0.000000,0.120000
0.000000,0.943964,1,0.200000,0.130435,0.142857,0.000000
0.000000,0.759599,1,0.200000,0.282609,0.071429,0.642857
0.000000,0.703909,1,0.400000,0.130435,0.285714,0.000000
1.000000,0.489796,0,0.000000,0.130435,0.000000,0.000000
0.000000,0.549291,0,0.400000,0.217391,0.181818,0.090909
0.000000,0.606019,1,0.200000,0.217391,0.090909,0.181818
0.000000,0.429263,1,0.200000,0.282609,0.071429,0.000000
0.000000,0.644414,0,0.000000,0.130435,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.173913,0.000000,0.000000
0.000000,0.361467,0,0.400000,0.326087,0.125000,0.000000
0.000000,0.087513,0,0.200000,0.217391,0.090909,0.090909
0.000000,0.884469,1,0.000000,0.130435,0.000000,0.142857
0.000000,0.077828,0,0.400000,0.239130,0.166667,0.083333
1.000000,0.116569,0,0.000000,0.956522,0.000000,0.066667
0.000000,0.196126,1,0.000000,0.369565,0.000000,0.000000
1.000000,0.598755,0,0.400000,0.304348,0.133333,0.000000
0.000000,0.922518,0,0.400000,0.304348,0.133333,0.000000
0.000000,0.061916,1,0.200000,0.304348,0.066667,0.000000
0.000000,0.484953,1,0.000000,0.000000,0.000000,0.000000
0.000000,0.218264,0,0.200000,0.217391,0.090909,0.000000
0.000000,0.858526,0,0.400000,0.217391,0.181818,0.000000
0.000000,0.485645,1,0.200000,0.413043,0.050000,0.000000
0.000000,0.840886,0,0.000000,0.217391,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.021739,0.000000,0.000000
0.000000,0.628156,0,0.200000,0.217391,0.090909,0.363636
0.000000,0.435144,1,0.200000,0.260870,0.076923,0.000000
1.000000,0.229332,0,0.000000,0.456522,0.000000,0.045455
0.000000,0.666897,1,0.000000,0.391304,0.000000,0.052632
0.000000,0.232100,0,0.000000,0.217391,0.000000,0.000000
1.000000,0.842961,0,0.200000,0.282609,0.071429,0.000000
0.000000,0.759599,1,0.400000,0.217391,0.181818,0.000000
0.000000,0.298513,1,0.200000,0.086957,0.200000,0.000000
0.000000,0.883777,0,0.400000,0.239130,0.166667,0.000000
1.000000,0.759599,1,0.000000,0.000000,0.000000,0.000000
0.000000,0.027672,0,0.000000,0.260870,0.000000,0.000000
1.000000,0.927361,0,0.000000,0.456522,0.000000,0.000000
0.000000,0.435835,1,0.200000,0.326087,0.062500,0.000000
1.000000,0.128675,0,0.200000,0.304348,0.066667,0.400000
0.000000,0.791768,0,0.000000,0.173913,0.000000,0.000000
0.000000,0.799377,1,0.000000,0.086957,0.000000,0.000000
0.000000,0.708059,0,0.200000,0.391304,0.052632,0.000000
1.000000,0.246973,1,0.000000,0.239130,0.000000,0.000000
0.000000,0.372190,1,0.200000,0.130435,0.142857,0.000000
0.000000,0.759599,1,0.200000,0.369565,0.055556,0.000000
0.000000,0.759599,1,0.000000,0.108696,0.000000,0.000000
0.000000,0.591837,1,0.200000,0.391304,0.052632,0.052632
0.000000,0.889658,0,0.400000,0.239130,0.166667,0.000000
0.000000,0.281909,0,0.200000,0.195652,0.100000,0.000000
0.000000,0.850571,0,0.000000,0.239130,0.000000,0.000000
0.000000,0.230370,0,0.600000,0.282609,0.214286,0.071429
0.000000,0.641992,1,0.400000,0.347826,0.117647,0.058824
0.000000,0.759599,1,0.200000,0.173913,0.111111,0.111111
0.000000,0.437911,1,0.200000,0.391304,0.052632,0.052632
1.000000,0.912141,0,0.000000,0.369565,0.000000,0.000000
0.000000,0.759599,1,0.200000,0.239130,0.083333,0.000000
0.000000,0.425112,0,0.000000,0.478261,0.000000,0.217391
0.000000,0.759599,1,0.000000,0.108696,0.000000,0.000000
0.000000,0.392944,0,0.000000,0.173913,0.000000,0.000000
0.000000,0.646489,0,0.400000,0.195652,0.200000,0.200000
0.000000,0.677274,1,0.200000,0.086957,0.200000,0.000000
0.000000,0.105846,0,0.000000,0.152174,0.000000,0.000000
0.000000,0.199585,1,0.000000,0.456522,0.000000,0.000000
0.000000,0.260464,0,0.400000,0.347826,0.117647,0.000000
0.000000,0.710827,1,0.200000,0.239130,0.083333,0.083333
1.000000,0.543411,0,0.000000,0.500000,0.000000,0.000000
0.000000,0.759599,1,0.200000,0.195652,0.100000,0.000000
0.000000,0.957108,1,0.200000,0.304348,0.066667,0.066667
0.000000,0.610169,1,0.200000,0.130435,0.142857,0.000000
0.000000,0.417848,1,0.000000,0.565217,0.000000,0.037037
0.000000,0.583189,1,0.000000,0.130435,0.000000,0.000000
1.000000,0.208578,0,0.200000,0.326087,0.062500,0.000000
0.000000,0.759599,1,0.000000,0.413043,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.086957,0.000000,0.000000
0.000000,0.759599,1,0.000000,0.478261,0.000000,0.000000
0.000000,0.991007,0,0.000000,0.152174,0.000000,0.000000
0.000000,0.302318,0,0.000000,0.173913,0.000000,0.000000
0.000000,0.905569,0,0.400000,0.239130,0.166667,0.000000
1.000000,0.297475,0,0.400000,0.304348,0.133333,0.000000
0.000000,0.250778,1,0.200000,0.108696,0.166667,0.000000
0.000000,0.995849,0,0.000000,0.478261,0.000000,0.043478
0.000000,0.523002,0,0.000000,0.173913,0.000000,0.000000
1.000000,0.298167,0,0.200000,0.239130,0.083333,0.000000
1.000000,0.466621,0,0.000000,0.021739,0.000000,0.000000
0.000000,0.274645,0,0.000000,0.217391,0.000000,0.090909
0.000000,0.905569,1,0.000000,0.369565,0.000000,0.000000
0.000000,0.759599,1,0.200000,0.239130,0.083333,0.000000
1.000000,0.771359,0,0.200000,0.086957,0.200000,0.200000
1.000000,0.787271,0,0.400000,0.239130,0.166667,0.000000
0.000000,0.440678,0,0.200000,0.369565,0.055556,0.111111
1.000000,0.040470,0,0.000000,0.391304,0.000000,0.052632
0.000000,0.605673,0,0.000000,0.239130,0.000000,0.083333
0.000000,0.759599,1,0.000000,0.456522,0.000000,0.000000
0.000000,0.314770,1,0.200000,0.195652,0.100000,0.000000
0.000000,0.759599,1,0.000000,0.065217,0.000000,0.000000
0.000000,0.752681,1,0.200000,0.130435,0.142857,0.000000
1.000000,0.182982,0,0.200000,0.152174,0.125000,0.000000
0.000000,0.203390,1,0.200000,0.086957,0.200000,0.000000
0.000000,0.293324,0,0.000000,0.173913,0.000000,0.000000
0.000000,0.489104,1,0.200000,0.391304,0.052632,0.000000
1.000000,0.435835,0,0.000000,0.217391,0.000000,0.000000
0.000000,0.008302,1,0.000000,0.413043,0.000000,0.000000
0.000000,0.893808,0,0.200000,0.347826,0.058824,0.058824
0.000000,0.196472,1,0.400000,0.239130,0.166667,0.000000
0.000000,0.781391,0,0.200000,0.304348,0.066667,0.266667
1.000000,0.205811,0,0.000000,0.108696,0.000000,0.000000
0.000000,0.632999,1,0.400000,0.282609,0.142857,0.071429
1.000000,0.038049,0,0.000000,0.173913,0.000000,0.000000
0.000000,0.706330,1,0.200000,0.173913,0.111111,0.222222
0.000000,0.256313,1,0.200000,0.586957,0.035714,0.000000
0.000000,0.804220,0,0.200000,0.260870,0.076923,0.000000
0.000000,0.951920,0,0.000000,0.239130,0.000000,0.083333
0.000000,0.035282,0,0.000000,0.173913,0.000000,0.000000
0.000000,0.774127,0,0.000000,0.173913,0.000000,0.111111
0.000000,0.155310,1,0.200000,0.086957,0.200000,0.000000
0.000000,0.759599,1,0.200000,0.108696,0.166667,0.000000
0.000000,0.759599,1,0.200000,0.108696,0.166667,0.333333
1.000000,0.224490,0,0.200000,0.456522,0.045455,0.000000
0.000000,0.947077,1,0.000000,0.369565,0.000000,0.000000
0.000000,0.663784,0,0.200000,0.195652,0.100000,0.000000
0.000000,0.759599,1,0.200000,0.391304,0.052632,0.000000
1.000000,0.154964,1,0.000000,0.173913,0.000000,0.000000
0.000000,0.564511,0,0.600000,0.217391,0.272727,0.090909
0.000000,0.843653,1,0.000000,0.282609,0.000000,0.000000
1.000000,0.763058,0,0.000000,0.326087,0.000000,0.000000
0.000000,0.554479,0,0.400000,0.239130,0.166667,0.000000
0.000000,0.917330,0,0.200000,0.217391,0.090909,0.090909
0.000000,0.473193,1,0.000000,0.217391,0.000000,0.090909
0.000000,0.367347,1,0.600000,0.282609,0.214286,0.000000
0.000000,0.765825,0,0.400000,0.304348,0.133333,0.000000
1.000000,0.962643,0,0.200000,0.217391,0.090909,0.000000
0.000000,0.759599,1,0.200000,0.347826,0.058824,0.176471
1.000000,0.750951,0,0.000000,0.217391,0.000000,0.000000
0.000000,0.418540,1,0.000000,0.304348,0.000000,0.000000
0.000000,0.171913,1,0.200000,0.195652,0.100000,0.000000
0.000000,0.245936,0,0.200000,0.413043,0.050000,0.050000
1.000000,0.460048,0,0.200000,0.456522,0.045455,0.045455
0.000000,0.175718,1,0.000000,0.326087,0.000000,0.000000
0.000000,0.922864,1,0.200000,0.391304,0.052632,0.000000
0.000000,0.199239,0,0.000000,0.130435,0.000000,0.000000
0.000000,0.549983,1,0.000000,0.260870,0.000000,0.000000
0.000000,0.968523,1,0.000000,0.456522,0.000000,0.909091
0.000000,0.148392,0,0.200000,0.260870,0.076923,0.230769
1.000000,0.289519,0,0.200000,0.391304,0.052632,0.000000
1.000000,0.539952,0,0.000000,0.478261,0.000000,0.000000
1.000000,0.311311,0,0.200000,0.130435,0.142857,0.000000
0.000000,0.327568,0,0.400000,0.304348,0.133333,0.066667
1.000000,0.058803,0,0.000000,0.521739,0.000000,1.000000
1.000000,0.978900,0,0.000000,0.434783,0.000000,0.000000
0.000000,0.949153,1,0.200000,0.260870,0.076923,0.000000
0.000000,0.793151,0,0.400000,0.217391,0.181818,0.090909
1.000000,0.303355,0,0.400000,0.282609,0.142857,0.000000
0.000000,0.155310,1,0.200000,0.195652,0.100000,0.000000
0.000000,0.429609,0,0.000000,0.173913,0.000000,0.111111
0.000000,0.759599,1,0.200000,0.152174,0.125000,0.000000
0.000000,0.755102,1,0.000000,0.326087,0.000000,0.000000
0.000000,0.508820,1,0.000000,0.021739,0.000000,0.000000
0.000000,0.883085,0,0.400000,0.173913,0.222222,0.000000
0.000000,0.212037,1,0.000000,0.086957,0.000000,0.000000
0.000000,0.395365,0,0.200000,0.195652,0.100000,0.000000
1.000000,0.994811,1,0.000000,0.347826,0.000000,0.000000
1.000000,0.665860,0,0.200000,0.217391,0.090909,0.090909
0.000000,0.087513,0,0.200000,0.500000,0.041667,0.083333
0.000000,0.285714,0,0.400000,0.239130,0.166667,0.000000
0.000000,0.759599,1,0.000000,0.326087,0.000000,0.000000
0.000000,0.759599,1,0.200000,0.195652,0.100000,0.900000
1.000000,0.301972,0,0.400000,0.282609,0.142857,0.071429
0.000000,0.670356,1,0.200000,0.043478,0.333333,0.000000
0.000000,0.864753,1,0.200000,0.130435,0.142857,0.000000
0.000000,0.759599,1,0.000000,0.065217,0.000000,0.000000
0.000000,0.759599,1,0.200000,0.195652,0.100000,0.000000
0.000000,0.759599,1,0.200000,0.304348,0.066667,0.000000
0.000000,0.665514,1,0.200000,0.173913,0.111111,0.111111
0.000000,0.759599,1,0.000000,0.086957,0.000000,0.000000
0.000000,0.204082,0,0.600000,0.282609,0.214286,0.000000
0.000000,0.906953,0,0.400000,0.217391,0.181818,0.000000
0.000000,0.245244,1,0.200000,0.260870,0.076923,0.000000
0.000000,0.370806,0,0.200000,0.217391,0.090909,0.090909
1.000000,0.178139,0,0.200000,0.130435,0.142857,0.142857
0.000000,0.573504,1,0.200000,0.391304,0.052632,0.000000
0.000000,0.216880,1,0.400000,0.217391,0.181818,0.000000
0.000000,0.915600,1,0.200000,0.108696,0.166667,0.000000
1.000000,0.948115,0,0.400000,0.282609,0.142857,0.285714
1.000000,0.581460,0,0.200000,0.173913,0.111111,0.000000
0.000000,0.395365,1,0.200000,0.347826,0.058824,0.000000
0.000000,0.921135,1,0.200000,0.239130,0.083333,0.000000
1.000000,0.688689,0,0.000000,0.086957,0.000000,0.000000
0.000000,0.168108,1,0.000000,0.391304,0.000000,0.000000
0.000000,0.908682,1,0.200000,0.434783,0.047619,0.000000
0.000000,0.593220,0,0.000000,0.326087,0.000000,0.000000
0.000000,0.352473,0,0.400000,0.304348,0.133333,0.000000
0.000000,0.293670,0,0.000000,0.413043,0.000000,0.000000
1.000000,0.548945,0,0.400000,0.326087,0.125000,0.125000
1.000000,0.001384,0,0.400000,0.260870,0.153846,0.000000
0.000000,0.654791,1,0.400000,0.195652,0.200000,0.300000
1.000000,0.728814,0,0.200000,0.369565,0.055556,0.722222
0.000000,0.663438,1,0.000000,0.434783,0.000000,0.000000
0.000000,0.784504,1,0.200000,0.369565,0.055556,0.055556
0.000000,0.784504,1,0.400000,0.434783,0.095238,0.000000
0.000000,0.713940,1,0.000000,0.304348,0.000000,0.133333
0.000000,0.269803,0,0.200000,0.130435,0.142857,0.000000
